time,value
5259,0.0
5260,0.0
5261,0.0
5279,0.3333333333333333
5280,0.0
5281,0.5
5282,0.0
5283,0.5
5284,0.6
5285,0.8181818181818182
5287,0.5
5288,1.0
5289,0.5
5304,0.0
5306,0.0
5307,0.0
5308,0.0
5309,0.0
5310,0.0
5327,0.0
5328,0.0
5329,0.0
5332,0.0
5333,0.4
5334,0.7777777777777778
5335,1.0
5336,1.0
5337,0.5714285714285714
5338,0.36363636363636365
5339,0.75
5399,0.0
5400,0.0
5402,0.0
5403,0.5
5404,0.5384615384615384
5405,0.5
5406,0.5
5407,0.5
5408,0.5555555555555556
5409,0.6
5410,1.0
5422,0.0
5423,0.4444444444444444
5424,0.2
5425,0.0
5427,0.0
5428,0.5
5429,0.3333333333333333
5430,0.6363636363636364
5431,0.5714285714285714
5432,0.5
5433,0.0
5448,0.0
5450,0.0
5453,0.0
5454,0.0
5455,0.0
5456,0.0
5457,0.0
5472,0.0
5473,0.0
5474,0.0
5475,0.0
5476,0.0
5477,0.0
5478,0.0
5479,0.2
5480,0.2
5481,0.3333333333333333
5482,0.25
5483,0.5
5495,0.0
5496,0.0
5497,0.0
5498,0.0
5499,0.0
5567,0.0
5568,0.0
5569,0.0
5570,0.0
5571,0.0
5591,0.0
5592,0.0
5593,0.0
5594,0.0
5595,0.0
5616,0.0
5617,0.0
5618,0.5
5619,0.5
5620,0.6666666666666666
5621,0.6666666666666666
5622,0.5
5623,0.45454545454545453
5624,0.36363636363636365
5625,0.3
5626,0.5
5640,0.0
5641,0.0
5642,0.0
5643,0.0
5644,0.0
5645,0.0
5646,0.0
5647,0.0
5664,0.0
5665,0.0
5666,0.0
5667,0.0
5668,0.0
5669,0.0
5735,0.0
5736,0.0
5737,0.0
5738,0.0
5739,0.0
5740,0.0
5742,0.3
5744,0.3333333333333333
5745,0.3333333333333333
5758,0.0
5765,0.0
5766,0.0
5784,0.0
5785,0.0
5786,0.0
5787,0.0
5788,0.0
5789,0.0
5808,0.0
5810,0.0
5811,0.0
5812,0.0
5814,0.0
5815,0.0
5816,0.0
5817,0.0
5834,0.0
5835,0.0
5836,0.0
5837,0.0
5838,0.0
5844,0.0
5922,0.0
5923,0.0
5924,0.0
5926,0.75
5927,0.6666666666666666
5928,0.6666666666666666
5929,0.6666666666666666
5930,0.6
5931,0.2857142857142857
5946,0.0
5950,0.0
5969,0.0
5970,0.0
5971,0.0
5973,0.6666666666666666
5974,0.5
5975,0.6666666666666666
5976,1.0
5977,0.5
5978,0.0
5979,0.0
5994,0.0
5995,0.0
5996,0.0
5997,0.0
6003,0.0
6065,0.0
6067,0.0
6068,0.0
6069,0.0
6070,0.0
6075,0.0
6095,0.0
6096,0.0
6097,0.0
6098,0.0
6119,0.0
6120,0.0
6121,0.0
6128,0.0
6143,0.0
6144,0.0
6145,0.0
6146,0.0
6147,0.0
6148,0.0
6150,0.0
6151,0.0
6152,0.0
6167,0.0
6168,0.0
6169,0.0
6174,0.0
6175,0.0
6176,0.0
6239,0.0
6241,0.0
6242,0.0
6244,0.0
6263,0.0
6265,0.0
6267,0.0
6268,0.5
6269,0.6
6270,0.75
6271,0.5
6272,1.0
6286,0.0
6287,0.0
6290,0.0
6291,0.0
6310,0.3333333333333333
6311,0.3333333333333333
6312,0.2222222222222222
6313,0.0
6314,0.0
6315,0.0
6316,0.0
6317,0.0
6319,0.0
6320,0.0
6335,0.0
6336,0.0
6337,0.0
6338,0.0
6339,0.0
6407,0.0
6408,0.0
6409,0.0
6431,0.0
6432,0.0
6433,0.0
6434,0.0
6435,0.0
6436,0.5555555555555556
6437,1.0
6438,1.0
6439,0.5
6440,0.6
6441,0.5
6455,0.0
6456,0.0
6457,0.0
6458,0.0
6459,0.0
6460,0.0
6461,0.4444444444444444
6462,0.6
6463,0.6
6464,1.0
6479,0.0
6480,0.0
6481,0.0
6482,0.0
6483,0.0
6488,0.0
6503,0.0
6504,0.0
6505,0.0
6506,0.0
6507,0.0
6508,0.0
6509,0.0
6510,0.0
6575,0.0
6576,0.0
6577,0.0
6578,0.0
6582,0.0
6584,0.0
6599,0.0
6600,0.0
6601,0.0
6603,0.0
6623,0.0
6624,0.0
6625,0.0
6627,0.0
6628,0.25
6629,0.0
6631,0.0
6646,0.0
6647,0.0
6648,0.0
6649,0.0
6650,0.0
6652,0.0
6655,0.0
6656,0.0
6670,0.0
6671,0.0
6672,0.0
6673,0.0
6674,0.5
6675,0.6666666666666666
6676,0.16666666666666666
6677,0.2222222222222222
6678,1.0
6679,1.0
6680,0.6
6681,0.5555555555555556
6682,1.0
6743,0.0
6744,0.0
6745,0.0
6746,0.0
6747,0.375
6748,0.3333333333333333
6749,0.75
6750,0.6666666666666666
6751,0.5555555555555556
6752,1.0
6767,0.0
6768,0.0
6769,0.0
6770,0.0
6771,0.0
6791,0.0
6792,0.0
6793,0.0
6794,0.0
6795,0.0
6799,0.0
6815,0.0
6816,0.0
6839,0.0
6840,0.0
6841,0.0
6842,0.0
6843,0.0
6844,0.0
6845,0.0
6846,0.0
6910,0.0
6911,0.0
6912,0.0
6913,0.0
6918,0.0
6920,0.0
6935,0.0
6937,0.0
6938,0.0
6939,0.0
6940,0.0
6941,0.0
6942,0.3333333333333333
6943,0.6
6944,0.5
6945,0.4444444444444444
6946,0.3333333333333333
6959,0.0
6960,0.0
6968,0.0
6983,0.0
6984,0.0
6985,0.0
6986,0.0
6987,0.0
6991,0.0
7006,0.0
7007,0.0
7008,0.0
7009,0.0
7010,0.0
7011,0.0
7012,0.0
7013,0.0
7014,0.0
7079,0.0
7080,0.0
7081,0.0
7082,0.0
7083,0.0
7103,0.0
7104,0.0
7106,0.0
7107,0.0
7108,0.0
7109,0.0
7110,0.0
7111,0.0
7125,0.0
7127,0.0
7128,0.0
7129,0.0
7130,0.0
7131,0.0
7132,0.0
7151,0.0
7152,0.0
7153,0.0
7154,0.0
7159,0.0
7160,0.0
7175,0.0
7176,0.0
7177,0.0
7178,0.0
7180,0.375
7181,0.7777777777777778
7182,0.3333333333333333
7183,0.3333333333333333
7184,0.36363636363636365
7185,0.3333333333333333
7186,0.5
7271,0.0
7272,0.0
7273,0.0
7274,0.0
7275,0.0
7280,0.0
7295,0.0
7296,0.0
7297,0.0
7298,0.0
7299,0.0
7300,0.0
7301,0.0
7302,0.0
7303,0.25
7304,0.3333333333333333
7305,0.3333333333333333
7319,0.0
7320,0.0
7321,0.0
7322,0.0
7323,0.0
7324,0.0
7343,0.0
7344,0.0
7345,0.0
7346,0.0
7347,0.0
7348,0.4
7349,0.14285714285714285
7350,0.0
7351,0.0
7352,0.0
7414,0.0
7416,0.0
7418,0.0
7439,0.0
7440,0.0
7441,0.0
7442,0.0
7443,0.0
7444,0.0
7445,0.0
7463,0.0
7466,0.0
7467,0.0
7487,0.0
7489,0.0
7490,0.0
7491,0.3333333333333333
7492,1.0
7493,1.0
7494,1.0
7495,0.5
7511,0.0
7512,0.0
7514,0.45454545454545453
7515,0.8333333333333334
7516,1.0
7517,0.3333333333333333
7518,0.6666666666666666
7519,0.3333333333333333
7520,0.3333333333333333
7583,0.0
7585,0.0
7586,0.0
7607,0.0
7608,0.0
7609,0.0
7610,0.0
7611,0.0
7630,0.0
7631,0.0
7632,0.0
7633,0.0
7634,0.0
7635,0.0
7640,0.0
7655,0.0
7656,0.0
7657,0.4
7658,0.0
7679,0.0
7680,0.0
7681,0.0
7682,0.0
7685,0.5
7686,0.7142857142857143
7687,1.0
7688,0.6
7689,0.4666666666666667
7690,0.38461538461538464
7691,1.0
7692,0.3333333333333333
7751,0.0
7752,0.0
7753,0.0
7754,0.0
7755,0.0
7774,0.0
7776,0.0
7777,0.0
7779,0.0
7799,0.0
7800,0.0
7801,0.0
7806,0.0
7808,0.0
7822,0.0
7823,0.0
7824,0.0
7825,0.0
7826,0.0
7827,0.0
7847,0.0
7848,0.0
7851,0.0
7854,0.0
7856,0.0
7919,0.0
7920,0.0
7921,0.0
7922,0.5
7923,0.4
7924,0.7142857142857143
7925,0.16666666666666666
7926,0.4
7927,0.8
7928,0.5714285714285714
7929,0.42857142857142855
7930,1.0
7943,0.0
7944,0.0
7946,0.0
7949,0.0
7969,0.0
7970,0.0
7971,0.0
7972,0.0
7992,0.0
7994,0.0
7995,0.5
7996,1.0
7997,0.6
7998,1.0
7999,0.42857142857142855
8000,0.5
8015,0.0
8016,0.0
8018,0.0
8019,0.0
8023,0.0
8024,0.0
8087,0.0
8089,0.0
8090,0.0
8095,0.0
8096,0.0
8111,0.0
8112,0.0
8113,0.0
8120,0.0
8134,0.0
8136,0.0
8137,0.0
8138,0.0
8139,0.0
8158,0.0
8160,0.0
8161,0.0
8162,0.3333333333333333
8163,0.75
8164,1.0
8165,0.5
8166,0.6
8167,0.42857142857142855
8168,0.125
8184,0.0
8185,0.0
8186,0.0
8188,0.0
8255,0.0
8256,0.0
8257,0.5
8258,1.0
8259,1.0
8260,0.6
8261,0.5
8262,1.0
8263,0.6
8264,0.4
8265,0.4
8279,0.0
8280,0.0
8281,0.0
8283,0.8
8284,1.0
8285,1.0
8286,1.0
8287,0.45454545454545453
8303,0.0
8304,0.0
8305,0.0
8306,0.0
8326,0.0
8328,0.0
8329,0.0
8330,0.0
8331,0.0
8350,0.0
8352,0.0
8353,0.0
8355,0.0
8356,0.6666666666666666
8357,0.6
8358,0.6
8359,0.6
8360,0.5
8361,0.25
8362,0.375
8363,0.4117647058823529
8422,0.0
8425,0.0
8426,0.0
8430,0.0
8431,0.0
8445,0.0
8446,0.5
8447,0.3333333333333333
8448,0.0
8449,0.0
8450,0.0
8451,0.2
8452,0.7142857142857143
8453,1.0
8454,0.6
8455,0.2727272727272727
8456,0.5
8470,0.0
8471,0.0
8472,0.0
8473,0.0
8474,0.0
8479,0.0
8480,0.0
8495,0.0
8496,0.0
8497,0.0
8498,0.0
8503,0.0
8504,0.0
8519,0.0
8520,0.0
8521,0.0
8522,0.0
8591,0.0
8592,0.0
8594,0.0
8595,0.0
8599,0.0
8600,0.0
8615,0.0
8616,0.0
8617,0.0
8618,0.0
8619,0.0
8639,0.0
8640,0.0
8641,0.0
8642,0.0
8643,0.6
8644,1.0
8645,0.6
8646,1.0
8647,0.5
8648,0.5
8663,0.0
8664,0.0
8665,0.0
8669,0.0
8670,0.0
8671,0.0
8672,0.2857142857142857
8687,0.0
8688,0.0
8696,0.0
8759,0.0
8760,0.0
8761,0.0
8762,0.5
8763,0.6
8764,0.3333333333333333
8765,0.6666666666666666
8766,0.6
8767,0.36363636363636365
8768,0.0
8783,0.0
8784,0.0
8785,0.36363636363636365
8786,0.4
8787,0.7142857142857143
8788,0.5
8789,0.4666666666666667
8790,0.5384615384615384
8791,0.0
8792,0.0
8807,0.0
8808,0.0
8809,0.1111111111111111
8810,0.6666666666666666
8811,0.4
8813,0.6666666666666666
8814,1.0
8815,0.4
8816,0.0
8831,0.0
8832,0.0
8833,0.0
8836,0.0
8840,0.0
8855,0.0
8856,0.0
8857,0.0
8858,0.0
8859,0.0
8927,0.0
8928,0.0
8929,0.0
8930,0.0
8951,0.0
8952,0.0
8953,0.0
8955,0.0
8975,0.0
8976,0.0
8977,0.0
8979,0.0
8999,0.0
9001,0.0
9002,0.0
9003,0.0
9022,0.0
9025,0.0
9026,0.0
9094,0.0
9095,0.0
9096,0.6666666666666666
9097,1.0
9098,0.42857142857142855
9100,0.25
9101,1.0
9102,0.3333333333333333
9103,0.5
9104,0.0
9119,0.0
9120,0.0
9121,0.0
9122,0.0
9123,0.0
9124,0.0
9127,0.0
9128,0.0
9143,0.0
9144,0.0
9145,0.0
9146,0.0
9147,0.0
9167,0.0
9168,0.0
9169,0.0
9171,0.0
9172,0.0
9191,0.0
9192,0.0
9193,0.0
9196,0.0
9263,0.0
9264,0.0
9265,0.0
9271,0.0
9272,0.0
9287,0.0
9288,0.0
9289,0.0
9290,0.0
9295,0.0
9296,0.0
9311,0.0
9312,0.0
9313,0.0
9314,0.0
9315,0.0
9316,0.0
9318,0.0
9334,0.0
9335,0.0
9336,0.0
9337,0.0
9338,0.0
9339,0.0
9341,0.0
9342,0.0
9343,0.0
9359,0.0
9360,0.0
9361,0.0
9362,0.0
9363,0.0
9366,0.0
9367,0.0
9431,0.0
9432,0.0
9433,0.0
9434,0.0
9436,0.0
9455,0.0
9456,0.0
9457,0.0
9458,0.0
9464,0.0
9479,0.0
9480,0.0
9481,0.0
9482,0.0
9484,0.0
9503,0.0
9504,0.0
9505,0.0
9512,0.0
9527,0.0
9528,0.0
9529,0.0
9530,0.0
9531,0.0
9599,0.0
9600,0.0
9601,0.0
9623,0.0
9624,0.0
9625,0.0
9626,0.0
9627,0.0
9647,0.0
9648,0.0
9649,0.0
9650,0.0
9651,0.0
9671,0.0
9672,0.0
9673,0.0
9674,0.0
9695,0.0
9696,0.0
9697,0.0
9698,0.0
9699,0.0
9700,0.0
9701,0.0
9702,0.0
9703,0.0
9704,0.0
9769,0.0
9770,0.0
9777,0.0
9778,0.0
9793,0.0
9794,0.0
9801,0.0
9802,0.0
9817,0.0
9818,0.0
9825,0.0
9826,0.0
9841,0.0
9842,0.0
9843,0.0
9844,0.0
9849,0.0
9850,0.0
9863,0.0
9864,0.0
9865,0.0
9866,0.0
9867,0.0
9868,0.0
9869,0.0
9935,0.0
9936,0.0
9937,0.0
9938,0.0
9957,0.0
9959,0.0
9960,0.0
9961,0.0
9962,0.0
9967,0.0
9983,0.0
9984,0.0
9985,0.0
9986,0.0
9987,0.0
9992,0.0
10006,0.0
10007,0.0
10008,0.0
10009,0.0
10010,0.0
10011,0.5
10012,0.5
10013,0.3333333333333333
10014,0.42857142857142855
10015,1.0
10016,0.5
10031,0.0
10032,0.0
10033,0.0
10034,0.0
10040,0.0
10103,0.0
10104,0.0
10105,0.0
10106,0.0
10107,0.0
10108,0.0
10109,0.0
10110,0.0
10127,0.0
10128,0.0
10129,0.0
10135,0.0
10150,0.0
10151,0.0
10152,0.0
10153,0.0
10156,0.375
10157,0.5555555555555556
10158,0.7142857142857143
10159,0.5
10160,0.5
10175,0.0
10176,0.0
10177,0.0
10178,0.0
10179,0.0
10180,0.0
10181,0.0
10182,0.0
10183,0.2857142857142857
10184,0.3333333333333333
10199,0.0
10200,0.0
10201,0.0
10202,0.0
10203,0.0
10204,0.0
10205,0.5
10206,0.5555555555555556
10207,0.5
10208,0.4
10271,0.0
10272,0.0
10273,0.0
10280,0.0
10295,0.0
10296,0.0
10297,0.0
10298,0.0
10299,0.0
10319,0.0
10320,0.0
10321,0.0
10322,0.14285714285714285
10323,1.0
10324,0.5
10325,0.45454545454545453
10326,0.6666666666666666
10327,0.6
10328,0.5
10342,0.0
10343,0.0
10344,0.0
10345,0.0
10346,0.0
10347,0.0
10351,0.0
10352,0.0
10367,0.0
10368,0.0
10369,0.0
10370,0.0
10371,0.2727272727272727
10372,1.0
10373,1.0
10374,0.6
10375,1.0
10376,0.3
10377,0.5
10439,0.0
10440,0.0
10441,0.0
10442,0.0
10443,0.1
10444,0.6
10445,0.3333333333333333
10446,0.5
10447,0.4
10448,0.4
10449,0.5
10463,0.0
10464,0.0
10466,0.0
10468,0.0
10485,0.0
10487,0.0
10488,0.0
10489,0.0
10490,0.0
10491,0.0
10492,0.0
10493,0.3333333333333333
10494,0.3333333333333333
10495,0.3333333333333333
10496,0.3333333333333333
10511,0.0
10512,0.0
10513,0.0
10514,0.0
10516,0.0
10517,0.0
10535,0.0
10536,0.0
10537,0.0
10538,0.0
10539,0.0
10607,0.0
10608,0.0
10610,0.0
10611,0.0
10612,0.0
10631,0.0
10632,0.0
10633,0.0
10634,0.0
10635,0.4444444444444444
10636,0.6
10637,1.0
10638,1.0
10639,0.3333333333333333
10640,0.42857142857142855
10655,0.0
10656,0.0
10657,0.0
10658,0.0
10659,0.0
10663,0.0
10664,0.0
10679,0.0
10680,0.0
10681,0.0
10682,0.16666666666666666
10683,0.3333333333333333
10684,0.25
10703,0.0
10704,0.0
10705,0.08333333333333333
10706,0.0
10707,0.0
10708,0.0
10709,0.0
10775,0.0
10776,0.0
10777,0.0
10778,0.0
10779,0.6666666666666666
10780,0.8